,ImageID,XMin,XMax,YMin,YMax,ClassName
39954,002a7f5f38b19e2f.jpg,0.0375,0.071875,0.743119,0.778148,Laptop
39955,002a7f5f38b19e2f.jpg,0.058125,0.1675,0.866555,0.999166,Laptop
39956,002a7f5f38b19e2f.jpg,0.16375,0.219375,0.743119,0.802335,Laptop
39957,002a7f5f38b19e2f.jpg,0.253125,0.309375,0.677231,0.7372810000000001,Laptop
39958,002a7f5f38b19e2f.jpg,0.270625,0.343125,0.623853,0.675563,Laptop
39959,002a7f5f38b19e2f.jpg,0.300625,0.4,0.8331940000000001,0.957465,Laptop
39960,002a7f5f38b19e2f.jpg,0.549375,0.649375,0.829858,0.9524600000000001,Laptop
39961,002a7f5f38b19e2f.jpg,0.819375,0.91,0.623853,0.701418,Laptop
39962,002a7f5f38b19e2f.jpg,0.91625,0.974375,0.704754,0.7773140000000001,Laptop
40102,002acb2b40914c80.jpg,0.1475,0.421875,0.5145810000000001,0.801505,Laptop
40103,002acb2b40914c80.jpg,0.15,0.286875,0.412041,0.5860770000000001,Laptop
40104,002acb2b40914c80.jpg,0.820625,0.864375,0.547507,0.6161810000000001,Laptop
40243,002b14ed6cafe347.jpg,0.006340999999999999,0.35144899999999996,0.666875,0.841875,Laptop
40244,002b14ed6cafe347.jpg,0.377717,0.43387700000000007,0.380625,0.41625,Laptop
40314,002b3b1e21a24ef5.jpg,0.0,0.3875,0.055229999999999994,0.44518800000000003,Laptop
40315,002b3b1e21a24ef5.jpg,0.053125,0.744375,0.054393,0.888703,Laptop
40538,002b7b3e25072636.jpg,0.225625,0.62875,0.755556,0.996135,Laptop
40539,002b7b3e25072636.jpg,0.28875,0.421875,0.595169,0.715942,Laptop
40540,002b7b3e25072636.jpg,0.673125,0.991875,0.695652,0.999034,Laptop
40541,002b7b3e25072636.jpg,0.816875,0.869375,0.54686,0.611594,Laptop
40731,002c05a9d1b74604.jpg,0.00469,0.803002,0.624375,0.964375,Laptop
40732,002c05a9d1b74604.jpg,0.461538,0.9990620000000001,0.706875,0.999375,Laptop
40733,002c05a9d1b74604.jpg,0.553471,0.77955,0.309375,0.45625,Laptop
40734,002c05a9d1b74604.jpg,0.73546,0.9990620000000001,0.336875,0.46,Laptop
40735,002c05a9d1b74604.jpg,0.879925,0.9990620000000001,0.629375,0.795,Laptop
43253,003015514eb37e53.jpg,0.255159,0.770169,0.459375,0.6075,Laptop
44198,003175b9ce4aa89d.jpg,0.4775,0.753333,0.54625,0.75,Laptop
44220,003185aacd1c0be9.jpg,0.29125,0.490625,0.511257,0.713884,Laptop
44221,003185aacd1c0be9.jpg,0.561875,0.999375,0.43996199999999996,0.95591,Laptop
44600,00329cdacdd3e61e.jpg,0.043125,0.999375,0.0032890000000000003,0.813322,Laptop
44690,0032c713ba623a2a.jpg,0.426471,0.622549,0.308824,0.488562,Laptop
44890,003334500cdd78c1.jpg,0.0,0.520625,0.604128,0.9990620000000001,Laptop
44891,003334500cdd78c1.jpg,0.411875,0.53,0.051595,0.24202600000000002,Laptop
45627,003475194b4ecb9b.jpg,0.523458,0.7339140000000001,0.5294909999999999,0.664209,Laptop
45844,0034b231e3a98ec1.jpg,0.40375,0.58,0.6310479999999999,0.8054439999999999,Laptop
46835,00363f7f62eb7db7.jpg,0.0,0.018125,0.48635900000000004,0.5813729999999999,Laptop
46836,00363f7f62eb7db7.jpg,0.075625,0.1525,0.449671,0.521167,Laptop
46837,00363f7f62eb7db7.jpg,0.14375,0.24,0.46378199999999997,0.5635,Laptop
46838,00363f7f62eb7db7.jpg,0.214375,0.226875,0.414864,0.45531499999999997,Laptop
46839,00363f7f62eb7db7.jpg,0.35125,0.385,0.396049,0.44590799999999997,Laptop
46840,00363f7f62eb7db7.jpg,0.36125,0.430625,0.465663,0.529633,Laptop
46841,00363f7f62eb7db7.jpg,0.415625,0.59625,0.650047,0.80809,Laptop
46842,00363f7f62eb7db7.jpg,0.474375,0.49375,0.388523,0.416745,Laptop
46843,00363f7f62eb7db7.jpg,0.49,0.545,0.414864,0.471308,Laptop
46844,00363f7f62eb7db7.jpg,0.59625,0.774375,0.755409,0.914393,Laptop
46845,00363f7f62eb7db7.jpg,0.684375,0.723125,0.372531,0.409219,Laptop
46846,00363f7f62eb7db7.jpg,0.795,0.841875,0.425212,0.48447799999999996,Laptop
46847,00363f7f62eb7db7.jpg,0.8075,0.840625,0.388523,0.414864,Laptop
46848,00363f7f62eb7db7.jpg,0.840625,0.946875,0.492004,0.5729069999999999,Laptop
46904,003646a231a39518.jpg,0.0,0.081875,0.394934,0.47748599999999997,Laptop
46905,003646a231a39518.jpg,0.0175,0.179375,0.803002,0.9990620000000001,Laptop
46906,003646a231a39518.jpg,0.395625,0.446875,0.307692,0.380863,Laptop
46907,003646a231a39518.jpg,0.421875,0.57875,0.729831,0.9990620000000001,Laptop
46908,003646a231a39518.jpg,0.505625,0.52625,0.25422100000000003,0.288931,Laptop
46909,003646a231a39518.jpg,0.53625,0.606875,0.302064,0.400563,Laptop
46910,003646a231a39518.jpg,0.606875,0.653125,0.32364,0.37711100000000003,Laptop
46911,003646a231a39518.jpg,0.72625,0.92625,0.863977,0.9990620000000001,Laptop
47566,00377f13a666eab6.jpg,0.145902,0.833607,0.069512,0.997561,Laptop
48403,00394384b096b748.jpg,0.185625,0.849375,0.046904,0.932458,Laptop
48985,003a51484fdfe6ec.jpg,0.18515,0.816729,0.76875,0.926875,Laptop
48995,003a5a5793a085d3.jpg,0.015,0.11375,0.555,0.626667,Laptop
50242,003cabf44cf6119f.jpg,0.0,0.109375,0.260833,0.505,Laptop
50243,003cabf44cf6119f.jpg,0.10625,0.451875,0.125833,0.769167,Laptop
51068,003df9e04b7ba316.jpg,0.0,0.999375,0.0,0.9990620000000001,Laptop
51209,003e500c961b1344.jpg,0.251875,0.804375,0.110694,0.8208260000000001,Laptop
51210,003e500c961b1344.jpg,0.63,0.999375,0.0,0.40619099999999997,Laptop
52428,00409ed048b5c44e.jpg,0.0,0.05625,0.029289,0.148117,Laptop
52429,00409ed048b5c44e.jpg,0.285,0.663125,0.261088,0.7807529999999999,Laptop
52430,00409ed048b5c44e.jpg,0.39375,0.561875,0.0159,0.134728,Laptop
52431,00409ed048b5c44e.jpg,0.61875,0.956875,0.16903800000000002,0.644351,Laptop
53665,00439094da8e309e.jpg,0.16406199999999999,0.259766,0.7404689999999999,0.816716,Laptop
53666,00439094da8e309e.jpg,0.694336,0.7617189999999999,0.34017600000000003,0.398827,Laptop
53667,00439094da8e309e.jpg,0.805664,0.8505860000000001,0.35044000000000003,0.400293,Laptop
55804,0047fb2e2908c12d.jpg,0.275,0.6325,0.626667,0.904167,Laptop
55962,004829b39a65de73.jpg,0.60375,0.66125,0.770833,0.876667,Laptop
56316,004907203d47e92d.jpg,0.15125,0.563125,0.584428,0.8958719999999999,Laptop
56317,004907203d47e92d.jpg,0.61,0.993125,0.54409,0.908068,Laptop
56425,00495759b6bb49c3.jpg,0.399375,0.764375,0.5572229999999999,0.940901,Laptop
57001,004ac779f9e48b13.jpg,0.0,0.03,0.810241,0.993976,Laptop
57002,004ac779f9e48b13.jpg,0.038,0.112,0.5512050000000001,0.695783,Laptop
57003,004ac779f9e48b13.jpg,0.058,0.196,0.614458,0.7590359999999999,Laptop
57004,004ac779f9e48b13.jpg,0.168,0.368,0.650602,0.849398,Laptop
57005,004ac779f9e48b13.jpg,0.292,0.556,0.7590359999999999,0.9969879999999999,Laptop
57006,004ac779f9e48b13.jpg,0.644,0.734,0.951807,0.9969879999999999,Laptop
58409,004dad06a0d47820.jpg,0.0,0.999,0.0,0.998501,Laptop
59639,00508897db37a372.jpg,0.615625,0.83,0.575,0.820833,Laptop
62451,0057375432ee179a.jpg,0.253125,0.464375,0.597234,0.7917029999999999,Laptop
63142,00582a2c41808125.jpg,0.103125,0.79625,0.023333,0.945833,Laptop
63758,005980cfb1748efd.jpg,0.0,0.999375,0.077861,0.9990620000000001,Laptop
64800,005ba271838005be.jpg,0.091875,0.76,0.080675,0.954034,Laptop
65479,005cca364c5f3ca4.jpg,0.425625,0.643125,0.549167,0.76,Laptop
66635,005f75c020e1b2ed.jpg,0.06875,0.999375,0.0,0.9990620000000001,Laptop
67576,00612c7f0a2e326c.jpg,0.553125,0.846875,0.857411,0.9943709999999999,Laptop
67616,00613c113f75a36b.jpg,0.0,0.999375,0.0,0.999167,Laptop
67827,0061cb1596ac0295.jpg,0.0,0.06875,0.456667,0.584167,Laptop
67828,0061cb1596ac0295.jpg,0.0,0.163125,0.579167,0.739167,Laptop
67829,0061cb1596ac0295.jpg,0.021875,0.29875,0.476667,0.695833,Laptop
67830,0061cb1596ac0295.jpg,0.256875,0.448125,0.4825,0.728333,Laptop
67831,0061cb1596ac0295.jpg,0.295625,0.87875,0.705833,0.999167,Laptop
67832,0061cb1596ac0295.jpg,0.331875,0.57625,0.539167,0.7975,Laptop
67833,0061cb1596ac0295.jpg,0.429375,0.82875,0.573333,0.961667,Laptop
67943,0061fa34b3a42e21.jpg,0.35026,0.998698,0.52832,0.9814450000000001,Laptop
67944,0061fa34b3a42e21.jpg,0.411458,0.601562,0.561523,0.645508,Laptop
67945,0061fa34b3a42e21.jpg,0.488281,0.554688,0.5507810000000001,0.600586,Laptop
67946,0061fa34b3a42e21.jpg,0.490885,0.5898439999999999,0.538086,0.604492,Laptop
67955,006202484e93baa1.jpg,0.112857,0.82,0.122581,0.7612899999999999,Laptop
68070,006251558fc3c511.jpg,0.33,0.698125,0.362101,0.9793620000000001,Laptop
68229,0062e313fc787061.jpg,0.00125,0.17875,0.278333,0.57,Laptop
68230,0062e313fc787061.jpg,0.0175,0.345,0.296667,0.73,Laptop
68231,0062e313fc787061.jpg,0.1825,0.62125,0.36,0.905,Laptop
68232,0062e313fc787061.jpg,0.365,0.52875,0.291667,0.478333,Laptop
68233,0062e313fc787061.jpg,0.4475,0.99875,0.435,0.998333,Laptop
68234,0062e313fc787061.jpg,0.5025,0.75,0.35,0.61,Laptop
69421,0064b8c9ff624b88.jpg,0.0,0.40625,0.5825520000000001,0.9990620000000001,Laptop
69535,0065339df3b3db6f.jpg,0.0,0.31355900000000003,0.711875,0.835,Laptop
69536,0065339df3b3db6f.jpg,0.00565,0.294727,0.571875,0.681875,Laptop
69673,006574c2e84b450a.jpg,0.386667,0.930833,0.298125,0.653125,Laptop
70334,006715aea07022ee.jpg,0.348125,0.901875,0.219191,0.999059,Laptop
71459,0069b18fe8c4f686.jpg,0.618351,0.896277,0.374,0.643,Laptop
72186,006bbb9ceeb35a25.jpg,0.06625,0.12875,0.6281909999999999,0.754717,Laptop
72187,006bbb9ceeb35a25.jpg,0.0775,0.136875,0.6115430000000001,0.6304109999999999,Laptop
72188,006bbb9ceeb35a25.jpg,0.443125,0.500625,0.668146,0.756937,Laptop
72189,006bbb9ceeb35a25.jpg,0.714375,0.758125,0.664817,0.739179,Laptop
72190,006bbb9ceeb35a25.jpg,0.783125,0.88875,0.674806,0.825749,Laptop
74002,006fa57304d56919.jpg,0.0044399999999999995,0.980022,0.204375,0.804375,Laptop
74278,00703d37145300bc.jpg,0.0,0.355625,0.3075,0.9975,Laptop
74650,00710a1936574ff7.jpg,0.200781,0.728125,0.19859000000000002,0.79906,Laptop
76703,00761da5133a6839.jpg,0.29,0.6625,0.153919,0.794145,Laptop
76919,00767fb6565581c6.jpg,0.255,0.998333,0.0,0.4225,Laptop
77790,0078bf6d54a54e9b.jpg,0.0,0.792188,0.0,0.9984379999999999,Laptop
77933,007913e79f64039c.jpg,0.24213800000000002,0.632075,0.642353,0.877647,Laptop
78689,007add2eef341184.jpg,0.094375,0.505,0.801126,0.9990620000000001,Laptop
78942,007b77fbf7c6c7c2.jpg,0.0,0.37625,0.578333,0.999167,Laptop
81507,008230603abe6ff1.jpg,0.213333,0.798667,0.0,0.809,Laptop
82700,00858e4c1149caaf.jpg,0.0,0.073125,0.0513,0.27969099999999997,Laptop
82701,00858e4c1149caaf.jpg,0.054375,0.93625,0.049895,0.943781,Laptop
83225,0086db034e0ec2a8.jpg,0.0,0.321,0.6159640000000001,0.9111450000000001,Laptop
83226,0086db034e0ec2a8.jpg,0.308,0.661,0.542169,0.9156629999999999,Laptop
83227,0086db034e0ec2a8.jpg,0.664,0.999,0.478916,0.917169,Laptop
83865,00888cdf635f13a9.jpg,0.0,0.116667,0.131875,0.18625,Laptop
83866,00888cdf635f13a9.jpg,0.289167,0.49,0.453125,0.605,Laptop
83867,00888cdf635f13a9.jpg,0.3525,0.746667,0.525625,0.8625,Laptop
83868,00888cdf635f13a9.jpg,0.4125,0.588333,0.356875,0.421875,Laptop
84859,008b3e68a23df693.jpg,0.20875,0.71125,0.045198,0.743879,Laptop
85129,008b7daf18c2bd65.jpg,0.486328,0.999023,0.002941,0.691176,Laptop
85257,008bb6d90ae39d29.jpg,0.37125,0.460625,0.641651,0.762664,Laptop
85258,008bb6d90ae39d29.jpg,0.78375,0.995625,0.640713,0.934334,Laptop
86430,008f75075420684f.jpg,0.49902299999999994,0.999023,0.0,0.998569,Laptop
87201,00912a6388c17c1e.jpg,0.26125,0.455,0.643324,0.9028940000000001,Laptop
87288,009170c07619f036.jpg,0.281915,0.62766,0.643,0.999,Laptop
87906,00938ec777a6c57c.jpg,0.220625,0.60625,0.15,0.649167,Laptop
89622,00978d87b74635a6.jpg,0.315,0.514375,0.262048,0.535141,Laptop
89623,00978d87b74635a6.jpg,0.438125,0.524375,0.174699,0.306225,Laptop
91604,009c327b30052731.jpg,0.0,0.0825,0.513333,0.744167,Laptop
91605,009c327b30052731.jpg,0.070625,0.488125,0.67,0.999167,Laptop
91606,009c327b30052731.jpg,0.0825,0.215625,0.360833,0.545,Laptop
91607,009c327b30052731.jpg,0.283125,0.409375,0.395833,0.4975,Laptop
92036,009d8db42f54a8d0.jpg,0.05125,0.8325,0.013333000000000001,0.999167,Laptop
92037,009d8db42f54a8d0.jpg,0.596875,0.868125,0.0025,0.286667,Laptop
92038,009d8db42f54a8d0.jpg,0.848125,0.999375,0.000833,0.1775,Laptop
92039,009d8db42f54a8d0.jpg,0.91125,0.999375,0.08,0.395,Laptop
93015,00a0716827e4e9d5.jpg,0.361163,0.7485930000000001,0.746875,0.855625,Laptop
93016,00a0716827e4e9d5.jpg,0.72045,0.9990620000000001,0.78875,0.9375,Laptop
94124,00a2fb1fb083da68.jpg,0.01,0.359375,0.053253999999999996,0.9714,Laptop
94125,00a2fb1fb083da68.jpg,0.514375,0.99625,0.11341199999999999,0.8915190000000001,Laptop
95914,00a75d8b3f45f502.jpg,0.0,0.61375,0.0,0.8,Laptop
95915,00a75d8b3f45f502.jpg,0.359375,0.6075,0.0,0.15,Laptop
97227,00ab3c794df6365b.jpg,0.089375,0.999375,0.0,0.999167,Laptop
97387,00abe29563b022ba.jpg,0.0,0.450625,0.101667,0.52,Laptop
97388,00abe29563b022ba.jpg,0.37625,0.999375,0.283333,0.9475,Laptop
98292,00ae1af0f69f962d.jpg,0.209375,0.9984379999999999,0.271875,0.867188,Laptop
99570,00b1a3014b6d62a1.jpg,0.445,0.973125,0.2475,0.8975,Laptop
99571,00b1a3014b6d62a1.jpg,0.610625,0.778125,0.0,0.08833300000000001,Laptop
100588,00b3ca4fe59ae59a.jpg,0.433125,0.915,0.6754220000000001,0.9990620000000001,Laptop
102679,00ba3bcc5bfbf983.jpg,0.047656,0.9992190000000001,0.038542,0.996875,Laptop
104037,00bd5fe120df32e7.jpg,0.0,0.9,0.128125,0.9984379999999999,Laptop
104617,00bf8208b18e7b2a.jpg,0.0,0.75125,0.0019140000000000001,0.999043,Laptop
106063,00c30b2071a57f35.jpg,0.0,0.15125,0.29925,0.48217600000000005,Laptop
106064,00c30b2071a57f35.jpg,0.0275,0.41375,0.551595,0.909006,Laptop
109655,00ce5b1c6bf73481.jpg,0.110625,0.38,0.11380799999999999,0.811715,Laptop
109656,00ce5b1c6bf73481.jpg,0.2825,0.46125,0.0,0.148954,Laptop
109657,00ce5b1c6bf73481.jpg,0.46375,0.999375,0.037656999999999996,0.683682,Laptop
110349,00cff4e6e7e394d6.jpg,0.029375,0.56375,0.42120100000000005,1.0,Laptop
113872,00da3e22fc2d6c89.jpg,0.549375,0.999375,0.363333,0.923333,Laptop
113990,00da7446888bd477.jpg,0.71125,0.900625,0.62758,0.888368,Laptop
114076,00dac2ec09eeb21a.jpg,0.003125,0.999375,0.0,0.682153,Laptop
118850,00e7f1a520cafb36.jpg,0.296667,0.630833,0.475,0.92625,Laptop
118851,00e7f1a520cafb36.jpg,0.7525,0.951667,0.51,0.82,Laptop
119689,00eb2304a392f701.jpg,0.0,0.352941,0.001634,0.676471,Laptop
121153,00ee9cc909a4fb1e.jpg,0.099375,0.82625,0.365,0.999167,Laptop
121154,00ee9cc909a4fb1e.jpg,0.105,0.14875,0.159167,0.240833,Laptop
121155,00ee9cc909a4fb1e.jpg,0.421875,0.505,0.163333,0.276667,Laptop
121156,00ee9cc909a4fb1e.jpg,0.46375,0.50375,0.111667,0.178333,Laptop
121157,00ee9cc909a4fb1e.jpg,0.46625,0.96,0.273333,0.720833,Laptop
121158,00ee9cc909a4fb1e.jpg,0.50875,0.559375,0.1375,0.225,Laptop
121159,00ee9cc909a4fb1e.jpg,0.516875,0.54625,0.118333,0.1375,Laptop
121160,00ee9cc909a4fb1e.jpg,0.675625,0.999375,0.245833,0.595,Laptop
121161,00ee9cc909a4fb1e.jpg,0.866875,0.999375,0.383333,0.49333299999999997,Laptop
122307,00f186cc78e9d697.jpg,0.5625,0.999375,0.278333,0.803333,Laptop
122534,00f2511c5ec4ac57.jpg,0.002222,0.301481,0.587952,0.9987950000000001,Laptop
122535,00f2511c5ec4ac57.jpg,0.21777800000000003,0.7844439999999999,0.378313,0.9987950000000001,Laptop
122652,00f2846f76c4a6f1.jpg,0.299375,0.3475,0.23666700000000002,0.335,Laptop
122653,00f2846f76c4a6f1.jpg,0.349375,0.583125,0.389167,0.649167,Laptop
122654,00f2846f76c4a6f1.jpg,0.360625,0.42375,0.2275,0.31416700000000003,Laptop
122655,00f2846f76c4a6f1.jpg,0.38375,0.489375,0.278333,0.400833,Laptop
122656,00f2846f76c4a6f1.jpg,0.4575,0.54375,0.2275,0.325,Laptop
122657,00f2846f76c4a6f1.jpg,0.5725,0.786875,0.404167,0.586667,Laptop
122658,00f2846f76c4a6f1.jpg,0.783125,0.999375,0.476667,0.748333,Laptop
122712,00f2af4541b25cba.jpg,0.0,0.999375,0.0,0.999059,Laptop
122783,00f3150ad00889f7.jpg,0.0,0.244444,0.385625,0.636875,Laptop
122784,00f3150ad00889f7.jpg,0.35777800000000004,0.9377780000000001,0.51875,0.8775,Laptop
122785,00f3150ad00889f7.jpg,0.77,0.9988889999999999,0.395625,0.614375,Laptop
122786,00f3150ad00889f7.jpg,0.8344440000000001,0.9644440000000001,0.2825,0.33375,Laptop
122787,00f3150ad00889f7.jpg,0.9277780000000001,0.9988889999999999,0.276875,0.4375,Laptop
123116,00f3f3943537bd0b.jpg,0.144375,0.46125,0.345,0.808333,Laptop
123117,00f3f3943537bd0b.jpg,0.323125,0.9225,0.380833,0.999167,Laptop
123213,00f4436d0f624d24.jpg,0.11375,0.28,0.493446,0.731273,Laptop
124012,00f6bad1423f4996.jpg,0.351875,0.95625,0.056666999999999995,0.841667,Laptop
124013,00f6bad1423f4996.jpg,0.385625,0.64125,0.0,0.348333,Laptop
124014,00f6bad1423f4996.jpg,0.698125,0.999375,0.0,0.320833,Laptop
124412,00f7ecdaa0f46d0d.jpg,0.090625,0.999375,0.0,0.999167,Laptop
124661,00f8a09bc36213ac.jpg,0.16375,0.63875,0.166667,0.9475,Laptop
124662,00f8a09bc36213ac.jpg,0.0,0.165,0.0,0.508333,Laptop
125276,00fada35c194f66a.jpg,0.384375,0.766875,0.668233,0.968045,Laptop
126020,00fdbd53e8600b06.jpg,0.199219,0.453125,0.5073310000000001,0.809384,Laptop
126075,00fdf42b979aacac.jpg,0.028125,0.999375,0.0,0.999167,Laptop
126507,00ff540ba32780ce.jpg,0.044375,0.393125,0.49505,0.825383,Laptop
128185,0105018670354e7b.jpg,0.0,0.9984379999999999,0.00625,0.9984379999999999,Laptop
130624,010e26cefcb6c066.jpg,0.561875,0.760625,0.3275,0.68,Laptop
134797,011aaadee1d70fb2.jpg,0.501,0.878,0.62069,0.962519,Laptop
134798,011aaadee1d70fb2.jpg,0.606,0.976,0.9205399999999999,0.998501,Laptop
135799,011d79b4b8aefdd9.jpg,0.051,0.176,0.542729,0.637181,Laptop
135800,011d79b4b8aefdd9.jpg,0.447,0.97,0.188906,0.8755620000000001,Laptop
135801,011d79b4b8aefdd9.jpg,0.549,0.626,0.581709,0.671664,Laptop
135802,011d79b4b8aefdd9.jpg,0.655,0.684,0.5997,0.65967,Laptop
136241,011f53e09bf39453.jpg,0.130625,0.4475,0.715,0.940833,Laptop
136576,012000c4cfcaa681.jpg,0.396875,0.7275,0.039167,0.58,Laptop
136625,01203e66c38c7639.jpg,0.09,0.374375,0.634444,0.9911110000000001,Laptop
137466,012352464779abdf.jpg,0.07714800000000001,0.999023,0.09765599999999999,0.998698,Laptop
138647,01270691e7d48f2e.jpg,0.20875,0.469375,0.507533,0.712806,Laptop
140525,012e1541878313b2.jpg,0.18,0.388125,0.669802,0.864534,Laptop
140526,012e1541878313b2.jpg,0.4575,0.6825,0.670743,0.8344309999999999,Laptop
142622,01360501c3b5ce9b.jpg,0.0,0.6816409999999999,0.419271,0.921875,Laptop
142777,01368b6c0e27951a.jpg,0.412758,0.978424,0.743125,0.99,Laptop
144321,013a414982747e7f.jpg,0.0,0.9984379999999999,0.002088,0.9979120000000001,Laptop
144322,013a414982747e7f.jpg,0.551562,0.645312,0.43006300000000003,0.48225500000000004,Laptop
150892,014f700bbda0dda0.jpg,0.56,0.926875,0.756667,0.9925,Laptop
152285,01542a35bb99c2ea.jpg,0.008125,0.464375,0.40863499999999997,0.995984,Laptop
152286,01542a35bb99c2ea.jpg,0.4125,0.686875,0.38253000000000004,0.75502,Laptop
153799,01584fdc0e18e301.jpg,0.16125,0.86875,0.084428,0.795497,Laptop
154841,015ba08275d9f61a.jpg,0.04375,0.24375,0.470833,0.611667,Laptop
154842,015ba08275d9f61a.jpg,0.2125,0.514375,0.5075,0.690833,Laptop
154843,015ba08275d9f61a.jpg,0.579375,0.94125,0.756667,0.999167,Laptop
157746,01656c4bc68a45ad.jpg,0.041667,0.946667,0.328333,0.648333,Laptop
161980,0171ad35f1651698.jpg,0.0,0.5722659999999999,0.316406,0.998698,Laptop
162247,01724f0960d6751b.jpg,0.0,0.42343800000000004,0.192188,0.46875,Laptop
162248,01724f0960d6751b.jpg,0.0,0.426562,0.325,0.8390629999999999,Laptop
162834,0174ce52f7ebf02d.jpg,0.0,0.9983280000000001,0.0,0.997778,Laptop
163320,017708e926bb4946.jpg,0.000625,0.190625,0.005833,0.143333,Laptop
163321,017708e926bb4946.jpg,0.039375,0.458125,0.074167,0.609167,Laptop
163359,01772872869be5ab.jpg,0.0,0.13203099999999998,0.177083,0.283333,Laptop
163360,01772872869be5ab.jpg,0.0,0.157813,0.491667,0.865625,Laptop
163361,01772872869be5ab.jpg,0.370313,0.767187,0.742708,0.998958,Laptop
163362,01772872869be5ab.jpg,0.625781,0.853125,0.22708299999999998,0.411458,Laptop
163687,0178924e33243a9a.jpg,0.0,0.9975,0.0,0.996337,Laptop
164553,017b5d08fb76f688.jpg,0.338125,0.88,0.32,0.999149,Laptop
167597,0184f3a63d43adeb.jpg,0.45465900000000004,0.677298,0.289202,0.623474,Laptop
167599,0184f3a63d43adeb.jpg,0.799875,0.951219,0.179343,0.373709,Laptop
168177,01862b86467dd50a.jpg,0.000625,0.10875,0.298311,0.9990620000000001,Laptop
168178,01862b86467dd50a.jpg,0.100625,0.993125,0.07410900000000001,0.998124,Laptop
170640,018e33d28aa4d125.jpg,0.00625,0.99875,0.15146400000000002,0.9991629999999999,Laptop
173662,019665f35e78d8ff.jpg,0.34334000000000003,0.943715,0.44375,0.558125,Laptop
175187,019bb9712d398fae.jpg,0.45,0.813281,0.522917,0.933333,Laptop
175969,019f3e748d89fafd.jpg,0.0775,0.393125,0.527205,0.9174479999999999,Laptop
